mode,period,max_lag,threshold,n_edges,density
log_return,0,1,0.01424368175664277,221,0.2540229885057471
log_return,0,1,0.017092418107971324,193,0.2218390804597701
log_return,0,1,0.01994115445929988,167,0.19195402298850575
log_return,0,1,0.022789890810628433,138,0.15862068965517243
log_return,0,1,0.025638627161956987,110,0.12643678160919541
log_return,0,1,0.02848736351328554,89,0.10229885057471265
log_return,0,1,0.031336099864614095,69,0.07931034482758621
log_return,0,1,0.03418483621594265,46,0.052873563218390804
log_return,0,1,0.0370335725672712,35,0.040229885057471264
log_return,0,1,0.03988230891859976,23,0.026436781609195402
log_return,0,1,0.04273104526992831,17,0.01954022988505747
log_return,0,1,0.045579781621256865,10,0.011494252873563218
log_return,0,1,0.04842851797258542,8,0.009195402298850575
log_return,0,1,0.05127725432391397,5,0.005747126436781609
log_return,0,1,0.05412599067524253,5,0.005747126436781609
log_return,0,1,0.05697472702657108,2,0.0022988505747126436
log_return,0,1,0.059823463377899636,2,0.0022988505747126436
log_return,0,1,0.06267219972922819,1,0.0011494252873563218
log_return,0,1,0.06552093608055674,0,0.0
log_return,0,1,0.0683696724318853,0,0.0
log_return,0,2,0.0,483,0.5551724137931034
log_return,0,2,0.002848736351328554,439,0.5045977011494253
log_return,0,2,0.005697472702657108,399,0.4586206896551724
log_return,0,2,0.008546209053985662,353,0.4057471264367816
log_return,0,2,0.011394945405314216,309,0.35517241379310344
log_return,0,2,0.01424368175664277,265,0.3045977011494253
log_return,0,2,0.017092418107971324,229,0.2632183908045977
log_return,0,2,0.01994115445929988,199,0.22873563218390805
log_return,0,2,0.022789890810628433,164,0.18850574712643678
log_return,0,2,0.025638627161956987,131,0.15057471264367817
log_return,0,2,0.02848736351328554,108,0.12413793103448276
log_return,0,2,0.031336099864614095,89,0.10229885057471265
log_return,0,2,0.03418483621594265,72,0.08275862068965517
log_return,0,2,0.0370335725672712,53,0.06091954022988506
log_return,0,2,0.03988230891859976,37,0.04252873563218391
log_return,0,2,0.04273104526992831,25,0.028735632183908046
log_return,0,2,0.045579781621256865,15,0.017241379310344827
log_return,0,2,0.04842851797258542,13,0.014942528735632184
log_return,0,2,0.05127725432391397,12,0.013793103448275862
log_return,0,2,0.05412599067524253,10,0.011494252873563218
log_return,0,2,0.05697472702657108,5,0.005747126436781609
log_return,0,2,0.059823463377899636,3,0.0034482758620689655
log_return,0,2,0.06267219972922819,3,0.0034482758620689655
log_return,0,2,0.06552093608055674,3,0.0034482758620689655
log_return,0,2,0.0683696724318853,0,0.0
log_return,0,3,0.0,512,0.5885057471264368
log_return,0,3,0.002848736351328554,467,0.5367816091954023
log_return,0,3,0.005697472702657108,411,0.4724137931034483
log_return,0,3,0.008546209053985662,351,0.40344827586206894
log_return,0,3,0.011394945405314216,311,0.35747126436781607
log_return,0,3,0.01424368175664277,266,0.3057471264367816
log_return,0,3,0.017092418107971324,222,0.25517241379310346
log_return,0,3,0.01994115445929988,186,0.21379310344827587
log_return,0,3,0.022789890810628433,150,0.1724137931034483
log_return,0,3,0.025638627161956987,119,0.1367816091954023
log_return,0,3,0.02848736351328554,95,0.10919540229885058
log_return,0,3,0.031336099864614095,70,0.08045977011494253
log_return,0,3,0.03418483621594265,53,0.06091954022988506
log_return,0,3,0.0370335725672712,38,0.04367816091954023
log_return,0,3,0.03988230891859976,29,0.03333333333333333
log_return,0,3,0.04273104526992831,26,0.029885057471264367
log_return,0,3,0.045579781621256865,17,0.01954022988505747
log_return,0,3,0.04842851797258542,12,0.013793103448275862
log_return,0,3,0.05127725432391397,11,0.01264367816091954
log_return,0,3,0.05412599067524253,9,0.010344827586206896
log_return,0,3,0.05697472702657108,5,0.005747126436781609
log_return,0,3,0.059823463377899636,5,0.005747126436781609
log_return,0,3,0.06267219972922819,4,0.004597701149425287
log_return,0,3,0.06552093608055674,1,0.0011494252873563218
log_return,0,3,0.0683696724318853,1,0.0011494252873563218
log_return,1,1,0.0,412,0.4735632183908046
log_return,1,1,0.002848736351328554,376,0.432183908045977
log_return,1,1,0.005697472702657108,323,0.37126436781609196
log_return,1,1,0.008546209053985662,281,0.32298850574712645
log_return,1,1,0.011394945405314216,245,0.28160919540229884
log_return,1,1,0.01424368175664277,207,0.23793103448275862
log_return,1,1,0.017092418107971324,182,0.20919540229885059
log_return,1,1,0.01994115445929988,139,0.15977011494252874
log_return,1,1,0.022789890810628433,110,0.12643678160919541
log_return,1,1,0.025638627161956987,90,0.10344827586206896
log_return,1,1,0.02848736351328554,71,0.08160919540229886
log_return,1,1,0.031336099864614095,56,0.06436781609195402
log_return,1,1,0.03418483621594265,41,0.047126436781609195
log_return,1,1,0.0370335725672712,34,0.03908045977011494
log_return,1,1,0.03988230891859976,26,0.029885057471264367
log_return,1,1,0.04273104526992831,19,0.021839080459770115
log_return,1,1,0.045579781621256865,15,0.017241379310344827
log_return,1,1,0.04842851797258542,8,0.009195402298850575
log_return,1,1,0.05127725432391397,7,0.008045977011494253
log_return,1,1,0.05412599067524253,5,0.005747126436781609
log_return,1,1,0.05697472702657108,4,0.004597701149425287
log_return,1,1,0.059823463377899636,3,0.0034482758620689655
log_return,1,1,0.06267219972922819,3,0.0034482758620689655
log_return,1,1,0.06552093608055674,3,0.0034482758620689655
log_return,1,1,0.0683696724318853,1,0.0011494252873563218
log_return,1,2,0.0,470,0.5402298850574713
log_return,1,2,0.002848736351328554,420,0.4827586206896552
log_return,1,2,0.005697472702657108,359,0.4126436781609195
log_return,1,2,0.008546209053985662,314,0.36091954022988504
log_return,1,2,0.011394945405314216,276,0.31724137931034485
log_return,1,2,0.01424368175664277,236,0.271264367816092
log_return,1,2,0.017092418107971324,195,0.22413793103448276
log_return,1,2,0.01994115445929988,152,0.17471264367816092
log_return,1,2,0.022789890810628433,128,0.1471264367816092
log_return,1,2,0.025638627161956987,100,0.11494252873563218
log_return,1,2,0.02848736351328554,77,0.08850574712643679
log_return,1,2,0.031336099864614095,53,0.06091954022988506
log_return,1,2,0.03418483621594265,42,0.04827586206896552
log_return,1,2,0.0370335725672712,26,0.029885057471264367
log_return,1,2,0.03988230891859976,18,0.020689655172413793
log_return,1,2,0.04273104526992831,13,0.014942528735632184
log_return,1,2,0.045579781621256865,9,0.010344827586206896
log_return,1,2,0.04842851797258542,7,0.008045977011494253
log_return,1,2,0.05127725432391397,4,0.004597701149425287
log_return,1,2,0.05412599067524253,4,0.004597701149425287
log_return,1,2,0.05697472702657108,4,0.004597701149425287
log_return,1,2,0.059823463377899636,1,0.0011494252873563218
log_return,1,2,0.06267219972922819,0,0.0
log_return,1,2,0.06552093608055674,0,0.0
log_return,1,2,0.0683696724318853,0,0.0
log_return,1,3,0.0,486,0.5586206896551724
